,pid
1123717,492403
1177067,519503
268617,111866
985594,432164
2063159,913366
231376,97215
122876,52458
2016705,893382
746735,325084
476470,202767
1045066,457877
1982368,876858
1542626,687829
588739,252803
1104899,486045
1601078,713547
54859,24229
1473872,658155
257562,108168
1209125,535173
98766,42051
986715,432693
124979,52979
21332,8965
2132430,941799
1388878,620688
1742638,771774
321300,136593
1768602,783720
1907310,841780
1068292,469398
1836849,811166
473955,201622
1508302,674841
1625004,724349
879043,383207
1666541,741439
1261485,559398
596158,256282
227667,95786
470108,199389
410310,174707
1404523,627794
1223837,542862
1324460,589458
825093,358035
868552,378719
778161,339344
588127,252489
1134636,497806
1438357,643831
2184041,966164
1706800,758668
816757,354354
2229295,987730
1428350,639314
869483,379314
1071922,471121
571182,245520
852854,370933
1345447,599204
157777,66451
502097,215291
1542866,687863
1228767,544876
663868,288168
506772,217551
1127952,494691
925385,404274
83845,35548
1277493,566531
1080999,474892
1740466,770797
614866,264226
53945,23851
266454,111217
1263852,560717
2214911,981195
1795363,794034
1198142,529370
18885,7786
74922,32166
250795,105042
1080226,474804
1270535,564075
980152,429621
192160,80733
806711,350936
957545,419707
32601,14303
1928974,852190
60541,26565
818131,354982
109527,46491
684412,297777
1224376,543120
1098464,482830
1044225,457508
1147906,504398
1941046,857931
1522657,680059
406706,173368
2064890,913993
693982,301553
1401668,626789
2045717,906033
1836163,810526
1135939,499227
1389817,621256
2205870,976272
252402,105918
718474,312947
578467,248754
1953582,863459
857346,373909
859406,374783
268181,111819
1410580,630935
305899,128617
21476,8978
263924,110023
1256379,557161
340509,144236
1075814,472464
1070466,470185
266782,111284
1777481,786713
1818202,803328
593282,254679
746495,324948
2023337,896384
1140040,501099
491081,209985
844979,367310
1559500,695354
917303,400049
657563,285236
482993,206001
1839556,812181
814107,353541
1781765,788177
191780,80548
739946,322644
741221,323021
1247582,552618
1045538,458039
1731516,767759
356116,150950
1329678,591795
1638920,730533
2218403,982439
1761948,780709
65989,28587
1625592,724473
969247,425574
1219650,539906
1898736,838205
981876,430372
1709020,759629
1722776,764826
1211906,535988
909021,396229
478549,203793
810851,352350
36959,16744
1742297,771519
2104302,929223
1767128,783149
2112041,932495
401476,170911
349680,148202
370619,157950
1774477,785724
1515538,677386
1265212,561336
1082926,475720
580402,249486
352905,149249
190045,79866
496100,212677
2003379,886838
197377,82632
268389,111833
1948711,861304
683224,297098
1745444,773454
1425425,638083
2041421,903825
2027166,897838
589915,253373
187217,78977
215766,90585
1688302,750688
406232,173175
1984415,877808
1433690,641686
768889,335044
1661780,739530
1873355,826918
2122060,937479
1687258,749936
137764,58361
2089466,924434
101196,42737
1515052,677201
608730,261528
1844694,815208
228542,96118
148341,62295
2040306,903393
170167,71798
372091,158778
587301,252207
44534,20326
1003527,439292
122702,52423
667346,289620
1166642,514212
1600572,713239
270396,112658
203997,86393
1230438,546020
147883,62137
360396,153139
1522343,679980
717759,312618
1718500,763626
782060,340743
535013,230432
356410,151171
1686068,749659
661462,287180
2008175,888887
1146909,504120
1967600,870453
627007,270782
1372744,612974
1681710,747639
45384,20596
2053237,908827
2209310,978113
328784,139300
670576,291556
2030834,899321
421554,179153
763912,333198
368801,157508
1248676,552958
1371172,612424
2236112,991097
1441166,645058
2019577,895367
506344,217349
959815,420953
404107,171699
1755902,777660
1450043,648690
796407,346554
399625,170033
500862,214767
1444055,646247
2051175,908013
1943552,859002
2177720,962404
514083,220505
202391,85668
2043295,904518
988690,433150
918957,400900
1028329,450106
1819990,804270
227987,95844
1147780,504374
167962,70877
441058,186972
2138101,944365
350396,148525
1482971,662448
365789,156082
144873,60922
2031935,899650
897205,391116
638226,276609
1710301,760419
2200,808
1894829,835909
29409,12736
1647777,734023
813872,353406
978844,429235
500412,214620
1985436,878661
2083418,922019
851164,370258
2101809,928282
1210674,535431
1749071,774911
1931388,853516
593590,254731
1421248,635975
1818679,803640
1857770,820459
1016251,444644
87524,37405
1146391,503989
521651,223558
620194,267197
38045,17207
1429447,639977
278741,116432
1403820,627406
1818856,803704
1580546,704994
1735221,769049
1249600,553592
1117309,490761
1386132,619401
1703524,757202
423646,180165
1793415,793332
8466,3526
1835886,810461
832523,361243
1151362,505692
605608,260512
1560965,696231
2099665,927583
2090231,924558
670045,291290
284381,119371
1843605,814768
2006767,888531
164913,69335
1421555,636020
325818,138098
1896271,836700
511284,219448
2054029,908996
1146118,503918
1888186,833048
88505,37899
33549,14826
1946711,860366
1282908,569730
1449327,648494
831239,360203
399105,169862
780844,340452
1887322,832593
61565,27267
526493,226196
605724,260619
1664002,740256
1204860,533007
1658605,738235
1604623,715458
1011427,442634
910465,396752
1936061,855668
139886,59066
1614084,719054
1293125,574430
1002813,439129
2204055,975631
337620,142830
1378675,616115
1761813,780652
861321,376281
653428,283580
1132366,497110
1669784,743105
687683,299262
367639,157086
829065,359627
673131,292839
739554,322454
1459166,652623
1207524,534065
2212446,979884
740427,322899
1899488,838384
2197680,973156
1799832,795772
1951505,862836
149951,62735
1690326,751751
1316921,585786
2166307,957664
2133344,942131
1472597,657793
573207,246018
1474410,658418
30985,13840
1909390,842445
1666372,741429
1829472,807865
610567,262304
677250,295002
1952692,863103
841961,365528
250898,105095
163545,68621
2229057,987673
1961993,867104
1298254,577093
2146744,947927
624514,269349
1549706,691253
212310,89349
5310,1923
2152849,950574
167413,70670
1288003,571914
1324192,589293
1062985,466429
2252282,998411
1193195,526403
2102978,928741
371537,158520
360157,153048
960785,421611
1527558,681791
225962,95257
499718,213995
601978,258974
1478087,660448
1076856,473024
128225,54076
589525,253155
252503,105974
2008545,889012
198910,83622
1866605,823492
1995593,883222
1854239,818946
73969,31821
426967,181461
296416,124883
1927676,851385
516424,221610
1689782,751400
812942,353137
1847060,816181
1730080,767451
409930,174645
2116433,934921
1832987,809487
1566064,698405
125209,53139
1537248,685358
1086189,477920
1082365,475340
1316303,585555
516310,221555
598427,257406
844733,367231
228959,96280
1884691,831607
740663,322965
1061109,465425
1985933,878764
21779,9178
1344822,598805
1994850,882843
1403449,627258
987396,432832
459698,195009
1242372,550685
1787813,790432
1576640,702799
1970831,871573
1255818,556806
221010,93053
1037088,454352
550599,236336
381195,162714
1024437,448209
1079641,474392
1317977,586039
1415908,633542
1160542,511147
1901779,839050
874653,381273
1768362,783575
1645880,732907
665594,288812
1014007,443739
888721,387558
1760812,780260
1074436,472066
543229,233609
603328,259450
1562726,697062
1583138,706744
808677,351642
1464945,654747
424009,180250
1323583,589078
1266251,562007
1064109,466899
1417011,633888
900887,392771
806133,350347
2017933,894311
2233589,990157
536907,231405
1743585,772272
17693,7054
1507883,674729
936403,409628
729056,317590
2163001,955720
530008,227891
77210,32981
776840,338232
1667467,741900
1301220,578609
343581,145360
1309042,582208
1157635,509329
1184702,522383
982220,430565
701216,305138
1276704,566152
502523,215718
491348,210054
518200,222526
2074184,918129
314227,132562
1208008,534617
1661673,739469
1226799,544017
876595,382080
864464,377235
119934,51079
1833861,809708
1566992,698934
394571,168091
454410,192793
698759,303957
174621,74048
1045838,458046
2053131,908775
2061617,912871
1341827,597649
1283083,569811
1540839,687030
946736,414392
549232,235958
1758646,778847
1600708,713266
1619791,721944
531393,228705
143287,60334
776157,338013
678723,295310
1125359,493513
652578,283168
2099461,927499
1178594,520417
1667730,742084
344905,146079
1300472,578070
441755,187236
313209,131993
176915,75183
332715,140901
1453475,650189
977844,428657
194324,81581
313919,132321
1538465,686004
1421089,635967
327109,138852
533950,230076
1011828,442782
2251091,998006
1208116,534732
1300215,577778
1869902,824816
1569254,700019
1840815,813362
2040057,903375
753423,327232
1590424,709473
1828437,807193
919716,401464
1418629,634466
58381,25584
158622,66677
1714418,762142
2080176,920561
740067,322687
14570,6037
924634,403780
1002983,439162
1114912,489822
1897923,837620
107570,45564
591515,253948
1898218,837831
1061497,465792
291387,121890
1522125,679870
2069371,915815
680191,296108
2166441,957702
1562608,697049
175209,74205
816360,354193
759791,331203
264589,110412
1922642,848938
1664937,740910
1697132,754116
1824625,806218
996591,437004
1272863,564841
256579,107924
733335,319720
1741895,771389
611845,262948
1202194,531590
1484588,663013
1145235,503382
2215561,981392
1583488,706944
1681122,747434
2006632,888497
420297,178982
596376,256381
812372,352763
1746853,774185
1966035,869159
628136,271166
1398857,625657
979122,429417
348481,147535
362987,154671
45491,20601
1899707,838397
1789149,791215
1423318,636810
1963354,867809
317499,133642
716226,312073
1024336,448184
530643,228385
892922,389242
583543,250779
1733604,768514
947175,414462
1701047,755977
1609202,717209
1105708,486376
1608802,716916
469092,199007
1824239,806014
1414486,633102
935845,409401
1798971,795512
817627,354772
1643131,731843
455564,193330
2216674,981753
1451593,649281
1592194,710247
434557,184348
573991,246178
1297260,576858
697347,303319
790560,344333
1191800,525920
1502985,671233
1914867,844557
1757757,778497
1680422,747220
903632,394126
334251,141604
1622135,723186
66650,28921
1116388,490346
1982209,876773
206717,87081
719621,313355
1898579,838200
1939473,857296
164346,69056
759253,330844
1067866,468848
895309,389990
548994,235941
2116576,934941
2169066,959275
146262,61543
1802854,797459
1955686,864377
1470113,656590
749277,325763
1577705,703320
1014365,444073
920007,401535
1177919,520074
1256485,557166
535604,230763
313108,131988
616314,265043
456619,194010
2123959,938173
283665,119110
599277,257764
1940911,857840
1551364,691947
209887,88371
398154,169553
2063813,913692
1990628,880914
188298,79312
552010,237094
2124748,938589
946869,414400
59227,25816
250025,104785
55017,24278
346040,146524
69470,29993
1225967,543607
732160,319180
1925832,849999
1041737,455850
256347,107815
924738,403834
1358209,605232
1745674,773637
1358997,605519
2072856,917538
1994603,882754
739822,322605
1599091,712639
1872830,826740
1582321,705823
225485,95060
1808056,799846
114513,48543
999093,438037
675883,294211
1561761,696398
754855,328314
1565776,698180
1569473,700024
2134355,942562
1257112,557425
1980992,876176
1876768,828434
39558,17746
728318,317338
2146592,947905
115098,48791
1984174,877784
2236275,991128
1413756,632606
317968,134077
1171984,516396
1705116,757882
1075201,472237
2163727,956131
273498,113929
1965411,868856
2155833,951715
964261,423133
325327,138046
1671446,744384
1050962,460880
2071584,916972
215070,90487
985428,432116
1201163,531003
502303,215426
959073,420275
1441048,644882
1216662,538114
413315,176138
1863720,822311
909891,396661
555979,238557
2033106,900053
408805,174128
1238043,549171
609929,262028
1739105,770197
1420984,635955
1906135,841277
261446,109393
754960,328360
758594,330420
1282137,569480
1397298,624694
1527122,681648
474082,201672
1190217,525265
766248,334084
1668304,742287
862605,376687
868385,378691
2065906,914215
159668,67150
2176313,962075
700765,304969
2198991,973806
994327,436061
94334,40439
990369,433999
587667,252316
576793,248174
1602609,714523
1175893,519203
306198,128841
1664573,740687
455001,193133
1221756,541421
1925189,849871
1020636,446758
38149,17219
902165,393407
1775448,785969
2249114,997376
186872,78830
1908916,842268
2138323,944545
1615777,720153
210762,88617
940853,411197
2089338,924406
2141965,946107
91286,39302
669766,291166
2070857,916573
846680,368338
1897482,837383
1392154,622198
1726935,766438
1260122,558631
1372446,612961
392429,167491
1521160,679463
1501640,670331
201016,84960
1501911,670678
57855,25325
461591,195880
1315992,585284
1918183,846529
644207,278816
74572,32031
1232586,546983
9057,3736
325223,138030
1000372,438457
1713620,761947
297979,125620
340992,144291
1665863,740993
1179658,520828
1597510,712211
1053317,462255
1706322,758330
1255279,556599
938528,410412
1773444,785458
1912779,843527
960913,421660
1412958,632413
642771,278191
1527351,681712
958177,419906
2129684,940761
1519549,678693
1475431,659106
644319,278900
1556303,693815
1563616,697392
1868246,824226
1728330,766792
1567096,698957
1227937,544693
1069606,469883
1285923,570823
301409,126813
678094,295237
1694059,753206
73221,31732
1340430,596932
149507,62649
1105304,486320
220370,92811
1726660,766310
1135818,499222
701643,305725
607759,261255
526186,226093
361811,153905
377557,161357
1040488,455392
1356397,604434
1674699,745269
824576,357988
2047869,907082
1176551,519358
992905,435206
2244092,995129
1532402,683558
189390,79657
1286168,570967
1051556,461464
1890472,834218
886297,386469
2000153,885088
833140,361433
738030,322044
2036858,902373
1015743,444540
2108907,930975
17543,7011
1164051,513010
1644879,732561
617900,265621
609825,261958
803714,349214
1534973,684706
2071950,917155
1066698,468061
1498060,668988
1510504,675637
1123501,492162
205726,86763
566013,243589
608278,261407
796085,346412
1182284,521698
1053432,462265
2061722,912883
721452,313890
1936801,855925
1534760,684663
311753,131249
2067859,914994
1280150,568511
1968072,870700
673448,292947
132858,55828
153561,64100
905092,394803
551889,237077
1879687,829489
2153105,950754
1246747,552357
958810,420173
512398,219934
112490,47675
2144803,947181
907744,395772
1374135,614177
1873707,827163
955793,418672
1604473,715354
1052566,461962
637259,276119
1460588,653241
1198746,529661
1956166,864707
780191,340196
133333,56089
1536708,685198
1695359,753455
1716483,762843
452221,192027
111122,47335
1350339,601638
294349,123219
243905,102350
1115504,490089
400389,170585
2018190,894423
1211756,535831
677542,295102
1760508,780174
897096,391049
344163,145718
1058073,464157
1562210,696879
721589,313954
1535790,685036
868103,378534
570383,245273
1585885,707793
1370542,611870
1415263,633433
1361525,606755
547578,235443
15493,6210
1286922,571525
1800782,796509
1449774,648534
1406382,628761
1184806,522418
1162336,511969
284167,119295
900611,392558
553176,237499
93452,39970
148010,62157
834798,362251
1366146,609004
532403,229456
1718850,763702
1186768,523651
1213741,536925
1901938,839200
2199434,973909
2224764,985595
222374,93562
1081468,474996
411359,175273
1025662,448689
1916739,845688
1832090,809017
2203146,975276
1979579,875279
1432762,641452
1682557,748209
532978,229742
167190,70635
1545192,688656
302149,127099
1107850,487422
477293,203294
159808,67183
1889816,833651
1824825,806279
2192267,970296
550727,236393
426306,181172
900504,392431
762940,332690
180788,76798
1660405,739026
503082,215986
233,185
1026337,448961
1409487,630272
714355,311436
58824,25712
2111516,932220
1565944,698342
1213859,536945
112852,47874
560443,240754
253646,106598
1155636,508384
1122929,492089
575846,247336
1378887,616222
954855,417908
1635117,729110
1285712,570767
1698599,754675
1336659,595002
1815049,802252
2181368,964334
1734894,769010
1769957,784157
1623784,723720
1236838,548508
2049973,907779
162928,68446
2150356,949318
1855946,819762
1050558,460585
110829,47171
836082,362726
1932966,854511
1555137,693407
1056362,463709
2004588,887442
1365363,608846
1837760,811458
324996,137970
1839878,812577
957942,419752
113206,48242
563050,242153
1042349,456005
249147,104699
781413,340555
566345,243946
1668423,742599
1560440,695663
1548622,690962
2205509,976143
299122,125891
1693671,753078
2000977,885458
594312,255240
1736377,769341
1411753,631685
1474986,658860
1382459,618066
1605244,715779
2079545,920494
1813200,801668
278607,116314
467780,198349
2085539,922767
2253092,998805
1402241,626983
146645,61662
1008877,441636
1701782,756212
489212,208632
2224956,985608
1701974,756250
432389,183602
193773,81478
1863916,822336
1946084,860075
554673,238027
1503934,671836
30139,13377
1506294,673745
306042,128775
1179270,520539
1498827,669304
809723,352039
828962,359529
991789,434602
1521978,679821
480475,204606
276100,115173
1356294,604305
362743,154451
2089001,924082
866294,377600
1209610,535263
1971349,871675
590571,253615
413422,176170
816233,354175
997016,437124
2041941,903947
433547,183983
1946330,860288
1511963,676242
1087946,478769
231941,97434
1236068,548369
850909,370132
1723050,764912
642894,278283
1157510,509298
484025,206382
376290,160771
1160807,511318
1803775,797879
1010414,442165
1528958,682126
356658,151227
1592999,710449
1625445,724444
1325101,589734
873114,380835
1941520,858300
306599,128917
2073429,917935
183732,77897
1903708,840055
919498,401384
293718,122894
2078401,919806
2021209,895926
970927,426046
2239013,992359
988911,433247
658057,285709
1725559,765939
2196803,972696
905323,394895
108350,46094
785124,342168
2186084,966606
1944826,859476
926243,404580
409700,174612
46613,20934
1068448,469494
1830047,808118
245231,102963
1834840,810091
971503,426452
287125,120372
20846,8811
438048,185753
1367762,609877
1580423,704801
1752829,776172
110131,46870
1764264,782051
733207,319718
1599581,712940
867042,377884
903190,393940
656230,284495
101713,42794
1590736,709537
1144255,502967
1073416,471811
446055,188842
2228456,987383
26265,11374
720717,313695
1022958,447571
350761,148679
446396,189264
1640251,730819
1952477,863083
2162287,955635
581117,249835
337271,142699
686370,298606
68198,29458
570148,245138
1306416,581135
1479554,660988
1484231,662855
760866,331623
472655,200825
1335860,594574
1166059,513725
887684,387112
1137844,500569
1841259,813517
314972,132757
703798,306792
1531762,683320
1939232,856972
803230,348983
743254,323672
1486820,663971
527642,226741
249622,104775
520157,223084
402138,171190
89871,38287
640145,277405
2238615,992224
1376394,614685
1631849,727801
1872584,826696
1605453,715802
1479673,660999
1333411,593559
1703771,757245
68345,29552
1258661,558040
745644,324659
2019773,895400
1963703,868012
124619,52855
792172,344909
349448,147794
112372,47672
782195,340780
267735,111616
2120490,936762
18780,7531
360917,153331
1880960,830186
693187,301004
348649,147557
383215,163505
346148,146599
1234459,547568
411598,175392
922207,402344
511387,219489
96141,41272
1236398,548383
442787,187724
346885,146789
1596369,711851
1543204,687980
790894,344439
1553488,692961
1418908,634771
1357851,605164
54697,24187
1998120,884722
606549,260897
694826,302102
537668,231574
1434679,642119
2110804,932056
890182,388175
337759,142930
1872074,826394
2128901,940560
1087103,478575
889041,387732
282850,118729
588958,252936
1358047,605173
1434562,642076
780953,340484
2164382,956408
951932,417044
1151946,506104
445825,188638
2246298,996367
2081197,921111
1575471,702274
1021837,447141
2170729,959610
454199,192736
1047185,458672
1724632,765603
1791940,792500
967698,424882
1801714,796833
1174504,518032
946253,414284
1502546,670938
238410,99943
1897011,837006
139148,58698
1395896,624240
59092,25796
1095847,481596
1771524,784544
1290372,573306
1913753,843896
329692,139605
319231,135182
1573504,701609
1739373,770295
1016133,444608
1738657,770031
914189,398437
1248508,552914
1129869,495784
1996963,884047
1110609,488104
1404152,627534
492637,210961
917166,399947
1696641,753971
987018,432722
1593687,710683
1105428,486338
1213213,536651
1518674,678516
568298,244593
999520,438207
946984,414445
1567481,699129
1729638,767327
1014958,444202
712635,311033
727764,317065
954113,417756
881333,384375
1662271,739704
1926498,850356
174878,74119
858585,374459
590027,253406
755442,328430
1365051,608672
1068766,469593
760967,331706
1210548,535412
257387,108085
1029209,450279
265567,110952
2104918,929500
278882,116443
1822285,805114
2177896,962431
1785445,789695
748959,325569
1451694,649371
105396,44664
1329448,591656
1303288,579421
2114372,933998
1521379,679641
1199423,529881
390333,166434
1183484,521941
1995850,883366
1269194,563216
1645603,732814
1823073,805564
245801,103197
352035,148969
732320,319459
1679503,747018
1025424,448501
493827,211211
1391347,621738
884808,386226
1764710,782159
1353198,602650
1308216,581901
972066,426716
232134,97507
1597347,712101
783422,341350
14923,6062
1495471,667421
1352542,602451
1945366,859562
1558577,694890
955632,418642
1791773,792419
430246,182830
1739692,770484
2017556,894130
1091651,479946
176050,74556
652296,283021
450259,191340
2212287,979875
303345,127425
25045,10805
870086,379563
1098188,482655
2248851,997255
96278,41290
1779202,787432
859727,374926
1514053,676882
2237086,991779
1197740,528959
1993874,882612
357812,151739
1023748,447868
1746277,774011
1938081,856619
1021315,446957
661176,287154
254573,107032
1878546,829153
1904452,840256
1615125,719681
1293735,574959
1252160,554637
1683273,748500
680050,295940
1008095,441108
993961,436019
721195,313796
1594270,710787
1476976,659818
963621,422868
2120382,936670
1387488,619753
533800,229976
1182437,521760
1572341,701139
1752727,776131
50510,22285
1384149,618516
539843,232425
356763,151260
1649809,734622
2011580,890662
1190583,525419
2116718,935038
1089653,479489
1624040,723835
1379991,616712
1368233,610401
690081,300089
962516,422477
848548,369210
1946227,860116
1373531,613663
1883705,831154
267010,111380
1851445,817532
1598983,712614
1950087,862012
762818,332637
38926,17474
1409636,630356
945477,413589
2110393,931734
880752,384115
720278,313437
1568309,699563
1219301,539459
1619131,721648
1368876,611151
1933087,854569
709088,309419
1342688,597966
655008,284122
345035,146099
2107628,930472
820224,355780
1858786,820642
416726,177513
1770670,784361
1921110,847763
892806,389183
68447,29592
1837952,811499
165514,69458
1865047,822596
679364,295542
1506854,673835
542612,233468
2208401,977774
1525003,680883
2077475,919624
287353,120638
495598,212062
1640403,730826
552579,237388
2240434,993354
2081071,920984
741395,323042
1059877,464719
1838536,811889
2175303,961655
1204708,532942
369489,157711
2049424,907630
1814077,801820
1038873,454816
1964473,868114
2247917,996832
683519,297244
1089839,479564
1654685,736699
214312,90074
1057266,464038
2009066,889148
844091,366933
934955,408931
1618994,721631
1556416,693826
1443168,645760
961565,421989
1314651,584798
1532048,683401
2254540,999575
2136600,943686
1757361,778312
1137712,500524
1030503,450682
1587222,708098
461917,195982
696477,302888
1431174,640719
485932,207187
1272327,564743
2226247,986170
991411,434329
78310,33347
697660,303379
878570,383108
1765387,782532
495852,212471
702799,306277
562674,241994
11752,4752
1454373,650509
1340087,596685
754166,327755
828396,359333
1295868,576080
457286,194266
1870560,825533
90850,39053
1712531,761320
218487,91867
2104045,929085
1835381,810323
608446,261433
1989283,880500
1700058,755804
15631,6266
1536873,685228
338443,143196
719384,313318
928336,405979
1299462,577503
1138756,500983
354,223
2090955,924873
1955167,864162
415433,176876
1554038,693053
1651910,735351
1288426,572153
263163,109868
1083064,475765
336344,142372
2045609,905966
611705,262935
1785689,789771
921790,402227
1577340,703029
426507,181217
967038,424453
1737298,769700
1492025,666073
466559,197927
2168735,959167
2063649,913583
1510248,675536
651413,282621
1862909,822078
1853667,818569
1145472,503509
130873,54997
816016,354137
1606329,716065
1756640,777793
1500381,670044
1525234,680910
1424473,637646
823363,357462
1310581,583139
556576,238793
279723,117078
1398756,625631
1770419,784201
427375,181661
1784242,789455
1424058,637523
435204,184442
1888744,833229
2232908,989844
2144243,947083
979862,429582
1836525,810825
1014227,443836
1689063,751100
804150,349515
169031,71299
235946,98886
2058113,911124
2022860,896311
1851816,817692
185430,78155
698220,303608
1561175,696291
900255,392388
1175623,518894
846008,367932
1539442,686506
352687,149111
953455,417492
1048305,459118
285489,119667
420576,179009
1217652,538817
1369125,611274
378515,161491
1461603,653572
541357,233026
1233989,547492
98302,41937
211081,88837
1515880,677624
1434421,642072
1831235,808808
2125260,938952
1748421,774785
784531,341936
99902,42415
1602296,714382
888232,387238
1146755,504057
108922,46289
389167,165615
1172629,516789
1913165,843620
782355,340826
1829236,807595
1713728,761985
523572,224913
1971228,871661
1530372,682683
304201,127598
929778,406537
1328214,590963
866417,377607
1472412,657792
637716,276394
1752422,776079
442933,187765
165263,69418
1699895,755763
586184,251868
1297370,576871
231839,97290
837110,363262
1501402,670314
1462705,653951
1662718,739785
167521,70678
1941149,858045
1605023,715674
1702533,756722
1160325,511114
178630,75963
1345732,599279
803605,349128
1980320,875604
23436,10126
630786,272912
1954557,863902
1796195,794319
130648,54827
1860809,821471
526390,226111
2150686,949368
1938981,856826
1518110,678410
765012,333476
522693,224294
1170303,515774
607360,261211
1340319,596923
1408643,629905
1221259,541339
915021,398925
904367,394494
978971,429410
1505270,673026
1489444,664904
9870,4059
280288,117345
2241590,993897
2015290,892568
975878,427917
1316201,585501
1245770,552120
1819132,803875
1690608,752030
1328824,591463
450136,191329
548263,235639
156274,65481
2134581,942664
1001319,438600
508269,218254
1401255,626655
1833624,809544
1798509,795231
1854484,819018
341580,144479
105652,44880
1247100,552434
1075459,472323
16821,6900
1417380,633953
447996,190311
1944295,859280
1391172,621650
658571,285881
1218049,538942
1354852,603522
1105587,486364
216436,90986
118234,50132
1706457,758333
535975,230874
161354,67814
10838,4510
24706,10675
2031143,899529
324423,137844
515599,221199
755183,328404
2134460,942577
972616,427065
2226690,986293
2010185,890070
1320285,587204
1526239,681370
2060859,912701
1012795,443246
994688,436190
1111082,488448
736814,321410
202065,85547
326430,138486
1065048,467329
1162063,511933
619609,266765
1178338,520333
723096,314561
745543,324526
1547293,690281
2015404,892597
338688,143272
2056241,910061
2002998,886596
513166,220133
1833098,809491
1256971,557420
1881859,830393
1407432,629231
1146233,503954
1595845,711746
2119340,936184
1945934,859866
1188743,524562
1082812,475642
765510,333576
2233794,990285
1084916,476960
969020,425523
1505410,673283
1313531,584296
1851012,817311
1809741,800519
771628,336051
835382,362464
869747,379511
807769,351275
1083695,476171
2213458,980456
730907,318677
2126216,939288
1415092,633313
1621112,722416
1034980,453743
794748,345932
1083435,475792
1360843,606310
1039925,455107
1316097,585323
1904686,840387
1296347,576424
336450,142405
1447560,647613
1979136,875192
1048201,459072
1693817,753126
561832,241447
750343,326206
1998597,884777
1012954,443314
1469759,656560
287784,120652
2042474,904055
526957,226434
283370,119076
1516857,677861
713211,311130
482139,205468
1524264,680476
502414,215468
890058,388107
1831659,808964
1623937,723734
1946597,860338
1136183,499294
1688186,750654
1876166,828379
33335,14753
1190955,525503
1144589,503122
2163622,956098
1644173,732173
1262660,560189
1725738,765957
58112,25538
1506510,673765
1778492,787252
1223971,542951
321408,136625
1327167,590624
1456737,651839
1249044,553283
1980121,875595
2025850,897386
155223,64922
1135249,498299
237640,99587
410981,174893
1547934,690762
698037,303445
683083,297089
1221887,541434
130758,54866
760173,331378
1224877,543333
1564784,697734
1882229,830647
287237,120374
128766,54384
933548,408277
1088878,479090
308572,129913
2014197,892078
1807189,799658
930013,406581
2196581,972604
1613115,718724
197220,82618
2183764,965886
2146855,947946
1251579,554450
2078528,919998
679725,295622
1136920,499514
737616,321785
802082,348450
1653810,736126
1690094,751567
851960,370491
1891731,834677
517181,222254
976431,428069
1839454,812166
986350,432510
1028612,450177
2087531,923612
2178282,962859
1741565,771305
1152143,506201
1569124,700014
589077,252946
1910527,842745
1333064,593342
522169,223902
939019,410641
2198092,973479
491968,210519
1400146,625908
1413178,632437
336138,142310
636408,275034
1099252,483327
1478416,660520
1019573,446070
1484815,663194
995581,436646
1123171,492100
169377,71584
1115734,490194
318585,134316
1487415,664257
1575893,702426
2245736,996011
763057,332701
391297,166926
945352,413503
1754162,776885
1266873,562161
533672,229952
639592,277198
380408,162498
1386599,619528
1206964,533807
1136376,499312
953342,417420
373802,159696
2010624,890279
1777608,786795
1903411,840010
1856181,819839
1909863,842506
1997729,884444
1999140,884876
1319047,586498
2004260,887224
1337969,595797
1584345,707133
192511,80947
1643818,731978
1650098,734764
2210220,978600
2067161,914650
995757,436666
1480110,661081
2143322,946666
393127,167617
722539,314424
1304777,580513
1433350,641653
468304,198499
1790287,791657
97016,41460
863659,377029
896497,390654
143804,60400
2024279,896668
1441977,645495
18518,7322
1176961,519464
1491059,665769
1872290,826588
222106,93453
2172728,960383
2187098,967005
1565667,698117
1291832,573858
81029,34356
2169230,959328
535272,230583
510378,219176
1681443,747554
1606597,716116
1871937,826088
1463670,654347
302599,127167
1752110,776045
913668,398341
165919,69757
1293852,575015
2130102,940868
90346,38616
1245946,552153
913270,398015
1203747,532461
1231144,546476
2101932,928316
286382,120059
1939626,857318
303787,127448
989984,433936
638557,276756
266072,111043
613406,263538
1613866,718966
529001,227311
1735112,769039
1743171,772137
2168529,958985
18196,7249
2046277,906187
748833,325552
2070595,916458
1915299,845123
2230726,988889
997713,437515
1277243,566375
2094835,925937
1023331,447810
1679903,747107
357451,151515
1985800,878743
1430385,640244
1938221,856622
1789577,791461
774853,337266
363916,155013
1824094,805945
1972756,872378
1477812,660344
1689266,751128
1896797,836941
1815513,802559
892171,389102
2096773,926645
2122735,937657
499226,213827
617341,265320
1634727,729066
217509,91250
1187793,523977
1237544,548680
735848,320800
741594,323086
1875315,827747
2097597,926933
197883,83016
943892,412685
242702,101991
1503661,671806
2248741,997183
1377177,614855
171949,72641
1007194,440645
431996,183344
229322,96535
1331915,592925
11869,4810
1108534,487543
1627465,725679
735153,320277
892400,389125
1471040,657065
685794,298366
2022377,896228
899148,391688
538695,232045
77566,33011
1536480,685185
1436174,643008
175929,74533
1564069,697588
1310118,583039
1805404,798538
947748,414839
143627,60399
1724039,765394
1214027,536962
589332,253109
1334802,594292
1766395,782926
509518,218938
1533137,683880
1518242,678427
1995000,882998
2036757,902138
1454581,650533
2150232,949301
217653,91328
1063619,466599
561600,241314
2050402,907850
957838,419735
303905,127480
148117,62159
360778,153326
